baseline-0	baseline_control	0	0	1	0	0	baseline	normal
baseline-1	baseline_control	0	0	1	0	0	baseline	noop
baseline-2	baseline_control	0	0	1	0	0	baseline	equal_identity
baseline-3	baseline_control	0	0	1	0	0	baseline	missing_required
baseline-4	baseline_control	0	0	8	0	0	baseline	normal
baseline-5	baseline_control	0	0	8	0	0	baseline	noop
baseline-6	baseline_control	0	0	8	0	0	baseline	equal_identity
baseline-7	baseline_control	0	0	8	0	0	baseline	missing_required
baseline-8	baseline_control	0	0	64	0	0	baseline	normal
baseline-9	baseline_control	0	0	64	0	0	baseline	noop
baseline-10	baseline_control	0	0	64	0	0	baseline	equal_identity
baseline-11	baseline_control	0	0	64	0	0	baseline	missing_required
baseline-12	baseline_control	0	0	256	0	0	baseline	normal
baseline-13	baseline_control	0	0	256	0	0	baseline	noop
baseline-14	baseline_control	0	0	256	0	0	baseline	equal_identity
baseline-15	baseline_control	0	0	256	0	0	baseline	missing_required
