s0001	semantics	0	0	4	0	0	original	normal
s0002	semantics	0	0	4	0	1	original	normal
s0003	semantics	0	0	4	0	2	original	normal
s0004	semantics	0	0	4	0	3	original	normal
s0005	semantics	0	0	4	0	4	original	normal
s0006	semantics	0	0	4	0	1	original	spread
s0007	semantics	0	0	4	0	2	original	spread
s0008	semantics	0	0	4	0	3	original	spread
s0009	semantics	0	0	4	0	4	original	spread
s0010	semantics	0	0	4	0	1	original	target_writer
s0011	semantics	0	0	4	0	4	original	target_writer
s0012	semantics	0	0	4	0	1	original	linked_writer
s0013	semantics	0	0	4	0	4	original	linked_writer
s0014	semantics	0	0	4	0	0	original	noop
s0015	semantics	0	0	4	0	0	original	equal_identity
s0016	semantics	0	0	4	0	0	original	missing_required
s0017	semantics	0	0	4	0	0	original	removed_between
s0018	semantics	0	0	4	1	0	original	normal
s0019	semantics	0	0	4	1	1	original	normal
s0020	semantics	0	0	4	1	2	original	normal
s0021	semantics	0	0	4	1	3	original	normal
s0022	semantics	0	0	4	1	4	original	normal
s0023	semantics	0	0	4	1	5	original	normal
s0024	semantics	0	0	4	1	1	original	spread
s0025	semantics	0	0	4	1	2	original	spread
s0026	semantics	0	0	4	1	3	original	spread
s0027	semantics	0	0	4	1	4	original	spread
s0028	semantics	0	0	4	1	1	original	target_writer
s0029	semantics	0	0	4	1	2	original	target_writer
s0030	semantics	0	0	4	1	5	original	target_writer
s0031	semantics	0	0	4	1	1	original	linked_writer
s0032	semantics	0	0	4	1	2	original	linked_writer
s0033	semantics	0	0	4	1	5	original	linked_writer
s0034	semantics	0	0	4	1	0	original	noop
s0035	semantics	0	0	4	1	0	original	equal_identity
s0036	semantics	0	0	4	1	0	original	missing_required
s0037	semantics	0	0	4	1	0	original	removed_between
s0038	semantics	0	0	4	2	0	original	normal
s0039	semantics	0	0	4	2	1	original	normal
s0040	semantics	0	0	4	2	2	original	normal
s0041	semantics	0	0	4	2	3	original	normal
s0042	semantics	0	0	4	2	4	original	normal
s0043	semantics	0	0	4	2	5	original	normal
s0044	semantics	0	0	4	2	6	original	normal
s0045	semantics	0	0	4	2	1	original	spread
s0046	semantics	0	0	4	2	2	original	spread
s0047	semantics	0	0	4	2	3	original	spread
s0048	semantics	0	0	4	2	4	original	spread
s0049	semantics	0	0	4	2	1	original	target_writer
s0050	semantics	0	0	4	2	3	original	target_writer
s0051	semantics	0	0	4	2	6	original	target_writer
s0052	semantics	0	0	4	2	1	original	linked_writer
s0053	semantics	0	0	4	2	3	original	linked_writer
s0054	semantics	0	0	4	2	6	original	linked_writer
s0055	semantics	0	0	4	2	0	original	noop
s0056	semantics	0	0	4	2	0	original	equal_identity
s0057	semantics	0	0	4	2	0	original	missing_required
s0058	semantics	0	0	4	2	0	original	removed_between
s0059	semantics	0	0	4	0	0	two	normal
s0060	semantics	0	0	4	0	1	two	normal
s0061	semantics	0	0	4	0	2	two	normal
s0062	semantics	0	0	4	0	3	two	normal
s0063	semantics	0	0	4	0	4	two	normal
s0064	semantics	0	0	4	0	1	two	spread
s0065	semantics	0	0	4	0	2	two	spread
s0066	semantics	0	0	4	0	3	two	spread
s0067	semantics	0	0	4	0	4	two	spread
s0068	semantics	0	0	4	0	1	two	target_writer
s0069	semantics	0	0	4	0	4	two	target_writer
s0070	semantics	0	0	4	0	1	two	linked_writer
s0071	semantics	0	0	4	0	4	two	linked_writer
s0072	semantics	0	0	4	0	0	two	noop
s0073	semantics	0	0	4	0	0	two	equal_identity
s0074	semantics	0	0	4	0	0	two	missing_required
s0075	semantics	0	0	4	0	0	two	removed_between
s0076	semantics	0	0	4	1	0	two	normal
s0077	semantics	0	0	4	1	1	two	normal
s0078	semantics	0	0	4	1	2	two	normal
s0079	semantics	0	0	4	1	3	two	normal
s0080	semantics	0	0	4	1	4	two	normal
s0081	semantics	0	0	4	1	5	two	normal
s0082	semantics	0	0	4	1	1	two	spread
s0083	semantics	0	0	4	1	2	two	spread
s0084	semantics	0	0	4	1	3	two	spread
s0085	semantics	0	0	4	1	4	two	spread
s0086	semantics	0	0	4	1	1	two	target_writer
s0087	semantics	0	0	4	1	2	two	target_writer
s0088	semantics	0	0	4	1	5	two	target_writer
s0089	semantics	0	0	4	1	1	two	linked_writer
s0090	semantics	0	0	4	1	2	two	linked_writer
s0091	semantics	0	0	4	1	5	two	linked_writer
s0092	semantics	0	0	4	1	0	two	noop
s0093	semantics	0	0	4	1	0	two	equal_identity
s0094	semantics	0	0	4	1	0	two	missing_required
s0095	semantics	0	0	4	1	0	two	removed_between
s0096	semantics	0	0	4	2	0	two	normal
s0097	semantics	0	0	4	2	1	two	normal
s0098	semantics	0	0	4	2	2	two	normal
s0099	semantics	0	0	4	2	3	two	normal
s0100	semantics	0	0	4	2	4	two	normal
s0101	semantics	0	0	4	2	5	two	normal
s0102	semantics	0	0	4	2	6	two	normal
s0103	semantics	0	0	4	2	1	two	spread
s0104	semantics	0	0	4	2	2	two	spread
s0105	semantics	0	0	4	2	3	two	spread
s0106	semantics	0	0	4	2	4	two	spread
s0107	semantics	0	0	4	2	1	two	target_writer
s0108	semantics	0	0	4	2	3	two	target_writer
s0109	semantics	0	0	4	2	6	two	target_writer
s0110	semantics	0	0	4	2	1	two	linked_writer
s0111	semantics	0	0	4	2	3	two	linked_writer
s0112	semantics	0	0	4	2	6	two	linked_writer
s0113	semantics	0	0	4	2	0	two	noop
s0114	semantics	0	0	4	2	0	two	equal_identity
s0115	semantics	0	0	4	2	0	two	missing_required
s0116	semantics	0	0	4	2	0	two	removed_between
s0117	semantics	0	0	4	0	0	three	normal
s0118	semantics	0	0	4	0	1	three	normal
s0119	semantics	0	0	4	0	2	three	normal
s0120	semantics	0	0	4	0	3	three	normal
s0121	semantics	0	0	4	0	4	three	normal
s0122	semantics	0	0	4	0	1	three	spread
s0123	semantics	0	0	4	0	2	three	spread
s0124	semantics	0	0	4	0	3	three	spread
s0125	semantics	0	0	4	0	4	three	spread
s0126	semantics	0	0	4	0	1	three	target_writer
s0127	semantics	0	0	4	0	4	three	target_writer
s0128	semantics	0	0	4	0	1	three	linked_writer
s0129	semantics	0	0	4	0	4	three	linked_writer
s0130	semantics	0	0	4	0	0	three	noop
s0131	semantics	0	0	4	0	0	three	equal_identity
s0132	semantics	0	0	4	0	0	three	missing_required
s0133	semantics	0	0	4	0	0	three	removed_between
s0134	semantics	0	0	4	1	0	three	normal
s0135	semantics	0	0	4	1	1	three	normal
s0136	semantics	0	0	4	1	2	three	normal
s0137	semantics	0	0	4	1	3	three	normal
s0138	semantics	0	0	4	1	4	three	normal
s0139	semantics	0	0	4	1	5	three	normal
s0140	semantics	0	0	4	1	1	three	spread
s0141	semantics	0	0	4	1	2	three	spread
s0142	semantics	0	0	4	1	3	three	spread
s0143	semantics	0	0	4	1	4	three	spread
s0144	semantics	0	0	4	1	1	three	target_writer
s0145	semantics	0	0	4	1	2	three	target_writer
s0146	semantics	0	0	4	1	5	three	target_writer
s0147	semantics	0	0	4	1	1	three	linked_writer
s0148	semantics	0	0	4	1	2	three	linked_writer
s0149	semantics	0	0	4	1	5	three	linked_writer
s0150	semantics	0	0	4	1	0	three	noop
s0151	semantics	0	0	4	1	0	three	equal_identity
s0152	semantics	0	0	4	1	0	three	missing_required
s0153	semantics	0	0	4	1	0	three	removed_between
s0154	semantics	0	0	4	2	0	three	normal
s0155	semantics	0	0	4	2	1	three	normal
s0156	semantics	0	0	4	2	2	three	normal
s0157	semantics	0	0	4	2	3	three	normal
s0158	semantics	0	0	4	2	4	three	normal
s0159	semantics	0	0	4	2	5	three	normal
s0160	semantics	0	0	4	2	6	three	normal
s0161	semantics	0	0	4	2	1	three	spread
s0162	semantics	0	0	4	2	2	three	spread
s0163	semantics	0	0	4	2	3	three	spread
s0164	semantics	0	0	4	2	4	three	spread
s0165	semantics	0	0	4	2	1	three	target_writer
s0166	semantics	0	0	4	2	3	three	target_writer
s0167	semantics	0	0	4	2	6	three	target_writer
s0168	semantics	0	0	4	2	1	three	linked_writer
s0169	semantics	0	0	4	2	3	three	linked_writer
s0170	semantics	0	0	4	2	6	three	linked_writer
s0171	semantics	0	0	4	2	0	three	noop
s0172	semantics	0	0	4	2	0	three	equal_identity
s0173	semantics	0	0	4	2	0	three	missing_required
s0174	semantics	0	0	4	2	0	three	removed_between
